name,version,license,checksum_sha256,repository
syn,3.0.5,MIT OR Apache-2.0,12df2e0110f65b775f769bb17ef989067a1d931b2eb822bd4346631eeada89f9,https://github.com/dtolnay/syn
tempfile,3.27.0,MIT OR Apache-2.0,32497e9a4c7b38532efcdebeef879707aa9f794296a4f0244f6f69e9bc8574bd,https://github.com/Stebalien/tempfile
termcolor,1.4.1,Unlicense OR MIT,06794f8f6c5c898b3275aebefa6b8a1cb24cd2c6c79397ab15774837a0bc5755,https://github.com/BurntSushi/termcolor
thiserror,2.0.20,MIT OR Apache-2.0,ec86235f5fcc2a73650310756d2ac5b138a5780bbbdfae3eeccec992c435ba4f,https://github.com/dtolnay/thiserror
thiserror-impl,2.0.20,MIT OR Apache-2.0,bc04cd3e1236dd4a98afca4569f2deb3f120e5422a4023be2cb683f8486292af,https://github.com/dtolnay/thiserror
tiff,0.11.3,MIT,b63feaf3343d35b6ca4d50483f94843803b0f51634937cc2ec519fc32232bc52,https://github.com/image-rs/image-tiff
tr-app,0.1.2,,,
tr-core,0.1.2,,,
tr-platform,0.1.2,,,
tr-render,0.1.2,,,
tr-store,0.1.2,,,
tr-worker,0.1.2,,,
tracing,0.1.44,MIT,63e71662fa4b2a2c3a26f570f037eb95bb1f85397f3cd8076caed2f026a6d100,https://github.com/tokio-rs/tracing
tracing-attributes,0.1.31,MIT,7490cfa5ec963746568740651ac6781f701c9c5ea257c58e057f3ba8cf69e8da,https://github.com/tokio-rs/tracing
tracing-core,0.1.36,MIT,db97caf9d906fbde555dd62fa95ddba9eecfd14cb388e4f491a66d74cd5fb79a,https://github.com/tokio-rs/tracing
truerenderer,0.1.2,,,
type-map,0.5.1,MIT/Apache-2.0,cb30dbbd9036155e74adad6812e9898d03ec374946234fbcebd5dfc7b9187b90,https://github.com/kardeiz/type-map
typenum,1.20.1,MIT OR Apache-2.0,b6f5e870be6c3b371b77fe0ee0bafb859fa4964b4404c27de1d380043c4dda20,https://github.com/paholg/typenum
unicode-general-category,1.1.0,Apache-2.0,0b993bddc193ae5bd0d623b49ec06ac3e9312875fdae725a975c51db1cc1677f,https://github.com/yeslogic/unicode-general-category
unicode-ident,1.0.24,(MIT OR Apache-2.0) AND Unicode-3.0,e6e4313cd5fcd3dad5cafa179702e2b244f760991f45397d14d4ebf38247da75,https://github.com/dtolnay/unicode-ident
unicode-segmentation,1.13.3,MIT OR Apache-2.0,c6f5d3c3b1bf09027a88a6bc961fc00497d651009560b5463668dc81b0fa87a8,https://github.com/unicode-rs/unicode-segmentation
unicode-width,0.2.2,MIT OR Apache-2.0,b4ac048d71ede7ee76d585517add45da530660ef4390e49b098733c6e897f254,https://github.com/unicode-rs/unicode-width
uuid,1.26.0,Apache-2.0 OR MIT,b5772d71c9be8a8a6ac2117d949c5b224c1b72241bb611d9a3012edcf8af7812,https://github.com/uuid-rs/uuid
vcpkg,0.2.15,MIT/Apache-2.0,accd4ea62f7bb7a82fe23066fb0957d48ef677f6eeb8215f372f52e48bb32426,https://github.com/mcgoo/vcpkg-rs
vello_common,0.1.0,Apache-2.0 OR MIT,b2e9aed918117e8152c9eddfd8362d73c465c23f26c44786aa331707b8a64fa2,https://github.com/linebender/vello
vello_cpu,0.1.0,Apache-2.0 OR MIT,ac7349e1f55f6b801c7c277958df4ea53e7f20f21e8014910ad888b2ecda93ea,https://github.com/linebender/vello
version_check,0.9.5,MIT/Apache-2.0,0b928f33d975fc6ad9f86c8f283853ad26bdd5b10b7f1542aa2fa15e2289105a,https://github.com/SergioBenitez/version_check
wayland-sys,0.31.11,MIT,d8eab23fefc9e41f8e841df4a9c707e8a8c4ed26e944ef69297184de2785e3be,https://github.com/smithay/wayland-rs
web-time,1.1.0,MIT OR Apache-2.0,5a6580f308b1fad9207618087a65c04e7a10bc77e02c8e84e9b00dd4b12fa0bb,https://github.com/daxpedda/web-time
weezl,0.1.12,MIT OR Apache-2.0,a28ac98ddc8b9274cb41bb4d9d4d5c425b6020c50c46f25559911905610b4a88,https://github.com/image-rs/weezl
wgpu,30.0.1,MIT OR Apache-2.0,527ccdf43dd5b2e8676eed9984ce00e2bbb0a1b85b70c1969dcb6cd2eb55ab9e,https://github.com/gfx-rs/wgpu
wgpu-core,30.0.1,MIT OR Apache-2.0,14c018fce9b6270aa203c2fdd56f3cce996713534bd757e4ea58c8560b121f14,https://github.com/gfx-rs/wgpu
wgpu-core-deps-apple,30.0.1,MIT OR Apache-2.0,061f3d319a40d39d00b1ecc2c33b89fe21d4e6fe01859df3500a3a8ecccd6b68,https://github.com/gfx-rs/wgpu
wgpu-hal,30.0.1,MIT OR Apache-2.0,b6b7fb58561a792bc237628ba0792e332de418fefe145f13b5ed8201e6d52f58,https://github.com/gfx-rs/wgpu
wgpu-naga-bridge,30.0.1,MIT OR Apache-2.0,d2f62e73117bb7a62bfd9c5a5841438a823f6566c6442a808ee269d2d055c081,https://github.com/gfx-rs/wgpu
wgpu-types,30.0.1,MIT OR Apache-2.0,99dad6f1fbdbbdb4c278a6508b059d44688f5cebddf78d005a46a31340269286,https://github.com/gfx-rs/wgpu
winit,0.30.13,Apache-2.0,a6755fa58a9f8350bd1e472d4c3fcc25f824ec358933bba33306d0b63df5978d,https://github.com/rust-windowing/winit
zerocopy,0.8.56,BSD-2-Clause OR Apache-2.0 OR MIT,556764e583adb45a9f8d413c2a147fa7e8d821e48e12b14fd560b607998b75eb,https://github.com/google/zerocopy
zerocopy-derive,0.8.56,BSD-2-Clause OR Apache-2.0 OR MIT,f2ab42fc20575779bd240faa45f94a74256f755c0fa9e89f0ede20d91d0cdfc1,https://github.com/google/zerocopy
zlib-rs,0.6.7,Zlib,34b31d188d9d685a4f9c7b46d6e36631b07058d2cfe190267adce54dc230bf12,https://github.com/trifectatechfoundation/zlib-rs
zmij,1.0.23,MIT,29666d0abbfad1e3dc4dcf6144730dd3a3ab225bbbdac83319345b1b44ccfc1b,https://github.com/dtolnay/zmij
zune-core,0.5.3,MIT OR Apache-2.0 OR Zlib,d56377fd46368984a170bc5aac5567e52ca5da874caa60bea39fcbca78fb658b,https://github.com/etemesi254/zune-image
zune-jpeg,0.5.15,MIT OR Apache-2.0 OR Zlib,27bc9d5b815bc103f142aa054f561d9187d191692ec7c2d1e2b4737f8dbd7296,https://github.com/etemesi254/zune-image/tree/dev/crates/zune-jpeg
